cohort,dataset,outcome,model,n,pearson_r,spearman_rho,prediction_sd,pearson_ci_2_5,pearson_ci_97_5,spearman_ci_2_5,spearman_ci_97_5,successful_bootstraps,metric_note,panel_order,drug_name,study_role,mechanism_class
GDSC2_strict_sanger_heldout,GDSC2,LN_IC50,Mean baseline,347,,,2.220446049250313e-16,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,4,talazoparib,Confirmatory extension,PARP inhibition
GDSC2_strict_sanger_heldout,GDSC2,LN_IC50,Elastic Net,347,0.0862645403384499,0.0702892585957025,0.830385377074507,-0.0298864271768775,0.2045245619060272,-0.0370258097391458,0.1844683763337429,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,4,talazoparib,Confirmatory extension,PARP inhibition
GDSC2_strict_sanger_heldout,GDSC2,LN_IC50,Random forest,347,0.3898154949119333,0.3261929612229084,0.4144718350659244,0.2974956061287214,0.47885924169508,0.2301864278356925,0.4246879921246796,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,4,talazoparib,Confirmatory extension,PARP inhibition
GDSC2_strict_sanger_heldout,GDSC2,AUC,Mean baseline,347,,,2.220446049250313e-16,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,4,talazoparib,Confirmatory extension,PARP inhibition
GDSC2_strict_sanger_heldout,GDSC2,AUC,Elastic Net,347,0.0931401994349201,0.0623677766487314,0.830385377074507,-0.0469264286764825,0.2241035036567794,-0.0503482308035834,0.1777491638277302,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,4,talazoparib,Confirmatory extension,PARP inhibition
GDSC2_strict_sanger_heldout,GDSC2,AUC,Random forest,347,0.3681539702624082,0.2233133570643673,0.4144718350659244,0.2677225048779892,0.4570388803615146,0.1107898345718588,0.3272592819263776,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,4,talazoparib,Confirmatory extension,PARP inhibition
GDSC2_heldout_all_expression_sources,GDSC2,LN_IC50,Mean baseline,546,,,0.0,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,4,talazoparib,Confirmatory extension,PARP inhibition
GDSC2_heldout_all_expression_sources,GDSC2,LN_IC50,Elastic Net,546,0.113241498031498,0.11402572906355,0.8162339741645271,0.0282915075106276,0.1935679279989794,0.0280487008375457,0.1947398417751342,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,4,talazoparib,Confirmatory extension,PARP inhibition
GDSC2_heldout_all_expression_sources,GDSC2,LN_IC50,Random forest,546,0.4349547712057835,0.4029882634347353,0.424016837771889,0.3710185694830472,0.5010170590735499,0.3332997948909599,0.4718278897440172,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,4,talazoparib,Confirmatory extension,PARP inhibition
GDSC2_heldout_all_expression_sources,GDSC2,AUC,Mean baseline,546,,,0.0,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,4,talazoparib,Confirmatory extension,PARP inhibition
GDSC2_heldout_all_expression_sources,GDSC2,AUC,Elastic Net,546,0.1132136340761675,0.1070604989998512,0.8162339741645271,0.0205262275444711,0.2013011343601515,0.0176437317411619,0.1958116442253866,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,4,talazoparib,Confirmatory extension,PARP inhibition
